precio,ubicacion,tamanio,metros_cuadrados,num_baños,num_estacionamientos,num_recamaras,antiguedad,calle,colonia,alcaldia
19750," Insurgentes Norte 1346 al 100,  Magdalena de las Salinas, Gustavo A. Madero",11122,111,2,2,2,2.0, Insurgentes Norte 1346 al 100, Magdalena de las Salinas,Gustavo A. Madero
28000," Goya no. 31 ,  Insurgentes Mixcoac, Benito Juárez",10032,100,2,2,2,3.0, Goya no. 31 , Insurgentes Mixcoac,Benito Juárez
22000," Mier y Pesado,  Del Valle Norte, Benito Juárez",10522,2,2,2,2,10.0, Mier y Pesado, Del Valle Norte,Benito Juárez
27000," Anillo Periférico 4603 ,  Parque del Pedregal, Tlalpan",9012,90,1,2,2,1.0, Anillo Periférico 4603 , Parque del Pedregal,Tlalpan
33500,"  Lago Andromaco,  Ampliación Granada, Miguel Hidalgo",9032,2,2,3,3,11.0,  Lago Andromaco, Ampliación Granada,Miguel Hidalgo
40000," Allure Condesa,  Roma Norte, Cuauhtémoc",6532,2,2,3,3,6.0, Allure Condesa, Roma Norte,Cuauhtémoc
11500," MEXICO NUEVO,  México Nuevo, Miguel Hidalgo",5121,1,1,2,2,5.0, MEXICO NUEVO, México Nuevo,Miguel Hidalgo
35000," Sinaloa 179,  Condesa, Cuauhtémoc",9022,2,2,2,2,10.0, Sinaloa 179, Condesa,Cuauhtémoc
13000," Plutarco Elias Calles 21,  Granjas México, Iztacalco",6521,1,1,2,2,, Plutarco Elias Calles 21, Granjas México,Iztacalco
53000," LAGO ZURICH 219,  Ampliación Granada, Miguel Hidalgo",11822,3,2,2,2,5.0, LAGO ZURICH 219, Ampliación Granada,Miguel Hidalgo
34000," Miguel Cervantes Saavedra 388,  Irrigación, Miguel Hidalgo",10022,100,2,2,2,2.0, Miguel Cervantes Saavedra 388, Irrigación,Miguel Hidalgo
21000," Avenida Progreso ,  Escandón II Sección, Miguel Hidalgo",10021,1,1,2,2,1.0, Avenida Progreso , Escandón II Sección,Miguel Hidalgo
20000," Avenida Coyoacán ,  Acacias, Benito Juárez",8922,89,2,2,2,2.0, Avenida Coyoacán , Acacias,Benito Juárez
88000," Platón ,  Polanco, Miguel Hidalgo",24032,240,3,2,2,3.0, Platón , Polanco,Miguel Hidalgo
5000000," EXTREMADURA,  Insurgentes Mixcoac, Benito Juárez",12011,120,1,1,1,1.0, EXTREMADURA, Insurgentes Mixcoac,Benito Juárez
30000," Carlos Juan Finlay_ph1,  Cuauhtémoc, Cuauhtémoc",12811,128,1,1,1,1.0, Carlos Juan Finlay_ph1, Cuauhtémoc,Cuauhtémoc
30000," La Fragua No. 13 ,  Tabacalera, Cuauhtémoc",6011,60,1,1,1,1.0, La Fragua No. 13 , Tabacalera,Cuauhtémoc
105000," Bernardo Quintana,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",37034,370,3,4,4,3.0, Bernardo Quintana, Santa Fe Cuajimalpa,Cuajimalpa de Morelos
31500," Prolongación Moliere,  Ampliación Granada, Miguel Hidalgo",8622,86,2,2,2,2.0, Prolongación Moliere, Ampliación Granada,Miguel Hidalgo
15501," Avenida México ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1.0, Avenida México , Manzanastitla,Cuajimalpa de Morelos
8200000," Presa Rodriguez,  Irrigación, Miguel Hidalgo",15031,3,1,3,3,1.0, Presa Rodriguez, Irrigación,Miguel Hidalgo
17000," Wisconsin 20,  Nápoles, Benito Juárez",6921,2,1,2,2,33.0, Wisconsin 20, Nápoles,Benito Juárez
400009," Querétaro 132 Roma norte,  Roma Norte, Cuauhtémoc",13412,134,1,2,2,1.0, Querétaro 132 Roma norte, Roma Norte,Cuauhtémoc
11500," LEGARIA,  Legaria, Miguel Hidalgo",5121,1,1,2,2,5.0, LEGARIA, Legaria,Miguel Hidalgo
44000," Guanajuato 168, Roma Norte, Cuauhtémoc, Cdmx,,  Roma Norte, Cuauhtémoc",8412,84,2,2,2,1.0, Guanajuato 168,Roma Norte,Cuauhtémoc
18200," Av Revolución ,  Santa María Nonoalco, Benito Juárez",7821,78,2,1,1,2.0, Av Revolución , Santa María Nonoalco,Benito Juárez
23000," Boulevard Manuel Ávila Camacho 611,  Periodista, Miguel Hidalgo",9022,90,2,2,2,2.0, Boulevard Manuel Ávila Camacho 611, Periodista,Miguel Hidalgo
27000," Fresas,  Del Valle Sur, Benito Juárez",10032,2,2,3,3,1.0, Fresas, Del Valle Sur,Benito Juárez
23000," canova 38,  Insurgentes Mixcoac, Benito Juárez",11331,113,1,1,1,3.0, canova 38, Insurgentes Mixcoac,Benito Juárez
24000," Av. Universidad ,  Narvarte Poniente, Benito Juárez",11032,110,2,2,2,3.0, Av. Universidad , Narvarte Poniente,Benito Juárez
40000," SInaloa 179,  Roma Norte, Cuauhtémoc",6521,65,2,1,1,2.0, SInaloa 179, Roma Norte,Cuauhtémoc
20000," Diagonal San Antonio 830,  Del Valle Norte, Benito Juárez",8022,2,2,2,2,5.0, Diagonal San Antonio 830, Del Valle Norte,Benito Juárez
15000," Hacienda Escolástica ,  La Providencia, Azcapotzalco",17032,2,2,3,3,19.0, Hacienda Escolástica , La Providencia,Azcapotzalco
30000," Departamento en Renta Amueblado y Equipado col Del Valle,  Del Valle Centro, Benito Juárez",13032,130,2,2,2,3.0, Departamento en Renta Amueblado y Equipado col Del Valle, Del Valle Centro,Benito Juárez
68000," Eugenio Sue,  Polanco, Miguel Hidalgo",18021,2,1,2,2,1.0, Eugenio Sue, Polanco,Miguel Hidalgo
25000," Prolongación Vasco de Quiroga número 4299,  Cuajimalpa, Cuajimalpa de Morelos",11522,2,2,2,2,7.0, Prolongación Vasco de Quiroga número 4299, Cuajimalpa,Cuajimalpa de Morelos
60000," Goldsmith,  Polanco, Miguel Hidalgo",14822,2,2,2,2,2.0, Goldsmith, Polanco,Miguel Hidalgo
28000," Blvd. Gransur 5600,  Pedregal de Carrasco, Coyoacán",10022,100,2,2,2,2.0, Blvd. Gransur 5600, Pedregal de Carrasco,Coyoacán
1750012," Av. Río Mixcoac 300,  Acacias, Benito Juárez",6011,60,1,1,1,1.0, Av. Río Mixcoac 300, Acacias,Benito Juárez
42000," Hipódromo Condesa,  Hipódromo Condesa, Cuauhtémoc",11822,118,2,2,2,2.0, Hipódromo Condesa, Hipódromo Condesa,Cuauhtémoc
10500," Calz. Ignacio Zaragoza 838,  Ampliación Aviación Civil, Venustiano Carranza",6221,1,1,2,2,5.0, Calz. Ignacio Zaragoza 838, Ampliación Aviación Civil,Venustiano Carranza
39900," Coahuila,  Roma Norte, Cuauhtémoc",10611,1,1,1,1,1.0, Coahuila, Roma Norte,Cuauhtémoc
69000," Lamartine 128,  Polanco, Miguel Hidalgo",25032,4,2,3,3,1.0, Lamartine 128, Polanco,Miguel Hidalgo
60000," Séneca ,  Polanco, Miguel Hidalgo",18531,185,2,1,1,3.0, Séneca , Polanco,Miguel Hidalgo
38000," Av. Tecamachalco,  Reforma Social, Miguel Hidalgo",11012,110,1,2,2,1.0, Av. Tecamachalco, Reforma Social,Miguel Hidalgo
75000," Paseo de los Laureles ,  Bosques de las Lomas, Cuajimalpa de Morelos",31033,310,3,3,3,3.0, Paseo de los Laureles , Bosques de las Lomas,Cuajimalpa de Morelos
24000," Avenida Revolución 1030,  San José Insurgentes, Benito Juárez",7022,2,2,2,2,1.0, Avenida Revolución 1030, San José Insurgentes,Benito Juárez
90000," Allure Puerto Cancun,  Punta Cancun, Benito Juárez",23732,3,2,3,3,1.0, Allure Puerto Cancun, Punta Cancun,Benito Juárez
32000000," Lord Byron,  Polanco, Miguel Hidalgo",30023,3,3,2,2,1.0, Lord Byron, Polanco,Miguel Hidalgo
12999," Narvarte Poniente,  Narvarte Poniente, Benito Juárez",3711,37,1,1,1,1.0, Narvarte Poniente, Narvarte Poniente,Benito Juárez
19500," Av. Ricardo Flores Magón 500,  Buenavista, Cuauhtémoc",6121,61,2,1,1,2.0, Av. Ricardo Flores Magón 500, Buenavista,Cuauhtémoc
31500," Departamento en Renta Amueblado. en Be Grand Reforma,  Tabacalera, Cuauhtémoc",7811,78,2,1,1,1.0, Departamento en Renta Amueblado. en Be Grand Reforma, Tabacalera,Cuauhtémoc
16000," PLUTARCO ELIAS CALLES,  Ermita, Benito Juárez",8021,80,2,1,1,2.0, PLUTARCO ELIAS CALLES, Ermita,Benito Juárez
44999," RIO ELBA ,  Cuauhtémoc, Cuauhtémoc",11012,110,2,2,2,1.0, RIO ELBA , Cuauhtémoc,Cuauhtémoc
190005," Saratoga 418,  Portales Norte, Benito Juárez",15021,1,1,2,2,8.0, Saratoga 418, Portales Norte,Benito Juárez
16500," Cefiro,  Pedregal de Carrasco, Coyoacán",6721,67,2,1,1,2.0, Cefiro, Pedregal de Carrasco,Coyoacán
17000," Abelardo Carrillo y Gariel #302,  Villa de Cortes, Benito Juárez",8832,88,2,2,2,3.0, Abelardo Carrillo y Gariel #302, Villa de Cortes,Benito Juárez
4950000," Av. Del Parque ,  Nápoles, Benito Juárez",8622,86,2,2,2,2.0, Av. Del Parque , Nápoles,Benito Juárez
35000," cervantes savedra,  Granada, Miguel Hidalgo",12522,125,2,2,2,2.0, cervantes savedra, Granada,Miguel Hidalgo
64500," Arquímedes  13,  Polanco, Miguel Hidalgo",20032,3,2,3,3,8.0, Arquímedes  13, Polanco,Miguel Hidalgo
28500," Avenida Popocateptl 415,  Santa Cruz Atoyac, Benito Juárez",8232,2,2,3,3,5.0, Avenida Popocateptl 415, Santa Cruz Atoyac,Benito Juárez
33000," Anillo Periferico 3580 San Jeronimo Aculco ,  Del Valle Centro, Benito Juárez",10022,100,2,2,2,2.0, Anillo Periferico 3580 San Jeronimo Aculco , Del Valle Centro,Benito Juárez
330005," Lago Neuchatel,  Ampliación Granada, Miguel Hidalgo",7522,2,2,2,2,10.0, Lago Neuchatel, Ampliación Granada,Miguel Hidalgo
80000," Paseo de las Palmas  ,  Lomas de Chapultepec, Miguel Hidalgo",32033,2,3,3,3,1.0, Paseo de las Palmas  , Lomas de Chapultepec,Miguel Hidalgo
14500," Av,artega y Salazar 770,  Contadero, Cuajimalpa de Morelos",4111,41,1,1,1,1.0," Av,artega y Salazar 770", Contadero,Cuajimalpa de Morelos
26500," Avenida Revolucion 1336,  Revolución IMSS, Gustavo A. Madero",10522,105,2,2,2,2.0, Avenida Revolucion 1336, Revolución IMSS,Gustavo A. Madero
60000," HOMERO,  Polanco, Miguel Hidalgo",29032,290,2,2,2,3.0, HOMERO, Polanco,Miguel Hidalgo
65000," Camino santa teresa 1064,  Jardines en la Montaña, Tlalpan",26534,3,4,3,3,1.0, Camino santa teresa 1064, Jardines en la Montaña,Tlalpan
70000," Arquímides,  Polanco, Miguel Hidalgo",30033,3,3,3,3,1.0, Arquímides, Polanco,Miguel Hidalgo
35500," Ensenada 63,  Hipódromo Condesa, Cuauhtémoc",10421,104,2,1,1,2.0, Ensenada 63, Hipódromo Condesa,Cuauhtémoc
62000," Carretera México-Toluca ,  Bosques de las Lomas, Cuajimalpa de Morelos",23733,4,3,3,3,1.0, Carretera México-Toluca , Bosques de las Lomas,Cuajimalpa de Morelos
56000," Heráclito,  Polanco, Miguel Hidalgo",25432,2,2,3,3,41.0, Heráclito, Polanco,Miguel Hidalgo
35000," Departamento en Renta Totalmente Amueblado y Equipado,  Polanco, Miguel Hidalgo",10021,100,2,1,1,2.0, Departamento en Renta Totalmente Amueblado y Equipado, Polanco,Miguel Hidalgo
32000," Cholula,  Condesa, Cuauhtémoc",10011,1,1,1,1,1.0, Cholula, Condesa,Cuauhtémoc
15000," Yucalpetén ,  Lomas de Padierna, Tlalpan",9021,90,2,1,1,2.0, Yucalpetén , Lomas de Padierna,Tlalpan
27999," Portales ,  Portales Norte, Benito Juárez",8621,86,1,1,1,2.0, Portales , Portales Norte,Benito Juárez
27000," Blvd. Adolfo Ruiz Cortinez 5550 - Torre Olivo,  Pedregal de Carrasco, Coyoacán",11322,3,2,2,2,4.0, Blvd. Adolfo Ruiz Cortinez 5550 - Torre Olivo, Pedregal de Carrasco,Coyoacán
36000," Sinaloa,  Roma Norte, Cuauhtémoc",12522,2,2,2,2,3.0, Sinaloa, Roma Norte,Cuauhtémoc
10600," Carretera México-Toluca 5623,  Cuajimalpa, Cuajimalpa de Morelos",4011,40,1,1,1,1.0, Carretera México-Toluca 5623, Cuajimalpa,Cuajimalpa de Morelos
27000," Queretaro 51,  Roma Norte, Cuauhtémoc",6811,68,1,1,1,1.0, Queretaro 51, Roma Norte,Cuauhtémoc
7000000," AV EXTREMADURA,  Insurgentes Mixcoac, Benito Juárez",18022,2,2,2,2,1.0, AV EXTREMADURA, Insurgentes Mixcoac,Benito Juárez
22000," Via Santa Fe,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",9022,2,2,2,2,10.0, Via Santa Fe, Santa Fe Cuajimalpa,Cuajimalpa de Morelos
5000," Tahmek 61,  Cuchilla de Padierna, Tlalpan",5011,50,1,1,1,1.0, Tahmek 61, Cuchilla de Padierna,Tlalpan
20000," EUGENIA,  Vertiz Narvarte, Benito Juárez",9632,96,2,2,2,3.0, EUGENIA, Vertiz Narvarte,Benito Juárez
10750," Cda de Guillermo Prieto 34,  Cuajimalpa, Cuajimalpa de Morelos",6722,67,2,2,2,2.0, Cda de Guillermo Prieto 34, Cuajimalpa,Cuajimalpa de Morelos
56000," Heraclio  331,  Polanco, Miguel Hidalgo",25432,254,2,2,2,3.0, Heraclio  331, Polanco,Miguel Hidalgo
33000," Michoacan,  Hipódromo Condesa, Cuauhtémoc",10521,2,1,2,2,13.0, Michoacan, Hipódromo Condesa,Cuauhtémoc
45000," Fernando Alencastre 115,  Lomas - Virreyes, Miguel Hidalgo",20022,2,2,2,2,1.0, Fernando Alencastre 115, Lomas - Virreyes,Miguel Hidalgo
18000," Avenida la luna,  Cancún, Benito Juárez",11022,2,2,2,2,4.0, Avenida la luna, Cancún,Benito Juárez
25000," Av. Santa Fe No. 482,  Cruz Manca, Cuajimalpa de Morelos",9012,1,2,1,1,8.0, Av. Santa Fe No. 482, Cruz Manca,Cuajimalpa de Morelos
58000," AV VASCO DE QUIROGA 3833,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",34933,3,3,3,3,1.0, AV VASCO DE QUIROGA 3833, Santa Fe Cuajimalpa,Cuajimalpa de Morelos
33000," Rio Rhin,  Cuauhtémoc, Cuauhtémoc",10722,3,2,2,2,8.0, Rio Rhin, Cuauhtémoc,Cuauhtémoc
33000," Lago Neuchatel 45,  Ampliación Granada, Miguel Hidalgo",9822,98,2,2,2,2.0, Lago Neuchatel 45, Ampliación Granada,Miguel Hidalgo
27000," SIERRA MINUIRA ,  Lomas de Chapultepec, Miguel Hidalgo",12022,120,2,2,2,2.0, SIERRA MINUIRA , Lomas de Chapultepec,Miguel Hidalgo
75000," Ámsterdam ,  Hipódromo Condesa, Cuauhtémoc",18022,2,2,2,2,1.0, Ámsterdam , Hipódromo Condesa,Cuauhtémoc
35000," Amores 001,  Del Valle Norte, Benito Juárez",15333,153,2,3,3,3.0, Amores 001, Del Valle Norte,Benito Juárez
33000," Félix Parra ,  San José Insurgentes, Benito Juárez",13022,2,2,2,2,10.0, Félix Parra , San José Insurgentes,Benito Juárez
14000," Antonio Noemi 25,  Lomas de Memetla, Cuajimalpa de Morelos",5811,58,1,1,1,1.0, Antonio Noemi 25, Lomas de Memetla,Cuajimalpa de Morelos
25000," Paseo de tamarindos,  Bosque de las Lomas, Miguel Hidalgo",12022,120,2,2,2,2.0, Paseo de tamarindos, Bosque de las Lomas,Miguel Hidalgo
45000," Puebla 214, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX,  Roma Norte, Cuauhtémoc",9022,90,2,2,2,2.0, Puebla 214,Roma Nte.,Cuauhtémoc
30000," Rio Rhin 59,  Cuauhtémoc, Cuauhtémoc",7021,2,1,2,2,2.0, Rio Rhin 59, Cuauhtémoc,Cuauhtémoc
75000," Prolongaciòn Bosques de Reforma  1440 ,  Bosque de las Lomas, Miguel Hidalgo",42223,3,3,2,2,1.0, Prolongaciòn Bosques de Reforma  1440 , Bosque de las Lomas,Miguel Hidalgo
36000," Lago Alberto 300,  Anáhuac I Sección, Miguel Hidalgo",9722,2,2,2,2,5.0, Lago Alberto 300, Anáhuac I Sección,Miguel Hidalgo
39500," Solón,  Polanco, Miguel Hidalgo",16031,3,1,3,3,16.0, Solón, Polanco,Miguel Hidalgo
6000," Campos Elíseos 200,  Polanco, Miguel Hidalgo",25423,2,3,2,2,1.0, Campos Elíseos 200, Polanco,Miguel Hidalgo
35000," José Barros Sierra 245,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",15532,155,2,2,2,3.0, José Barros Sierra 245, Santa Fe Cuajimalpa,Cuajimalpa de Morelos
40000," amsterdam,  Hipódromo, Cuauhtémoc",13221,2,1,2,2,5.0, amsterdam, Hipódromo,Cuauhtémoc
12499," JARDIN BALBUENA ,  Venustiano Carranza, Venustiano Carranza",7031,70,1,1,1,3.0, JARDIN BALBUENA , Venustiano Carranza,Venustiano Carranza
40000," Ejército nacional  453,  Anáhuac I Sección, Miguel Hidalgo",11512,115,2,2,2,1.0, Ejército nacional  453, Anáhuac I Sección,Miguel Hidalgo
18000," Pitágoras ,  Del Valle Centro, Benito Juárez",9122,91,2,2,2,2.0, Pitágoras , Del Valle Centro,Benito Juárez
80000," Calle Arquímedes 100,  Polanco, Miguel Hidalgo",24033,240,3,3,3,3.0, Calle Arquímedes 100, Polanco,Miguel Hidalgo
16000," ISABEL LA CATOLICA 964,  Postal, Benito Juárez",3822,2,2,2,2,3.0, ISABEL LA CATOLICA 964, Postal,Benito Juárez
22000," General Jose Moran 110,  San Miguel Chapultepec, Miguel Hidalgo",9021,90,2,1,1,2.0, General Jose Moran 110, San Miguel Chapultepec,Miguel Hidalgo
12000," Juarez,  Clavería, Azcapotzalco",4621,46,1,1,1,2.0, Juarez, Clavería,Azcapotzalco
3350000," bahia de san hipolito 43,  Anáhuac I Sección, Miguel Hidalgo",7021,1,1,2,2,10.0, bahia de san hipolito 43, Anáhuac I Sección,Miguel Hidalgo
21000," LAGO ZURICH 243,  Ampliación Granada, Miguel Hidalgo",5711,57,1,1,1,1.0, LAGO ZURICH 243, Ampliación Granada,Miguel Hidalgo
6500000," Secretaria de Marina 516,  Lomas del Chamizal, Cuajimalpa de Morelos",17032,170,3,2,2,3.0, Secretaria de Marina 516, Lomas del Chamizal,Cuajimalpa de Morelos
17000," LAGO CUITZEO,  Anáhuac I Sección, Miguel Hidalgo",9032,90,2,2,2,3.0, LAGO CUITZEO, Anáhuac I Sección,Miguel Hidalgo
4400000," Matias Romero -,  Del Valle Centro, Benito Juárez",12631,2,1,3,3,33.0, Matias Romero -, Del Valle Centro,Benito Juárez
11500," Cerrada plan de San Luis 4,  La Purísima TicomAn, Gustavo A. Madero",7521,75,1,1,1,2.0, Cerrada plan de San Luis 4, La Purísima TicomAn,Gustavo A. Madero
60000," Ámsterdam,  Hipódromo Condesa, Cuauhtémoc",20021,2,1,2,2,1.0, Ámsterdam, Hipódromo Condesa,Cuauhtémoc
39500," Lago Zurich 245,  Ampliación Granada, Miguel Hidalgo",11522,2,2,2,2,12.0, Lago Zurich 245, Ampliación Granada,Miguel Hidalgo
25000," Lago Alberto 320,  Granada, Miguel Hidalgo",5611,56,1,1,1,1.0, Lago Alberto 320, Granada,Miguel Hidalgo
14200," Odesa,  Portales Sur, Benito Juárez",5521,1,1,2,2,20.0, Odesa, Portales Sur,Benito Juárez
37000," Departamento en Renta. Roma Norte,  Roma Norte, Cuauhtémoc",17032,170,2,2,2,3.0, Departamento en Renta. Roma Norte, Roma Norte,Cuauhtémoc
23000," Río Guadalquivir,  Cuauhtémoc, Cuauhtémoc",9021,90,2,1,1,2.0, Río Guadalquivir, Cuauhtémoc,Cuauhtémoc
28000,"  Avenida Popocatepetl ,  Portales Norte, Benito Juárez",8622,86,2,2,2,2.0,  Avenida Popocatepetl , Portales Norte,Benito Juárez
60000," av rio churubusco 601,  Xoco, Benito Juárez",19032,3,2,3,3,1.0, av rio churubusco 601, Xoco,Benito Juárez
25000," ALPES,  Lomas de Chapultepec, Miguel Hidalgo",8011,80,1,1,1,1.0, ALPES, Lomas de Chapultepec,Miguel Hidalgo
40000," Tuxpan,  Roma, Cuauhtémoc",13031,2,1,3,3,30.0, Tuxpan, Roma,Cuauhtémoc
22000," Av. Popocatépetl 488,  Xoco, Benito Juárez",9021,90,2,1,1,2.0, Av. Popocatépetl 488, Xoco,Benito Juárez
65000," Horacio esquina ferrocarril de Cuernavaca ,  Polanco, Miguel Hidalgo",14521,2,1,2,2,1.0, Horacio esquina ferrocarril de Cuernavaca , Polanco,Miguel Hidalgo
25500," Lago alberto 442,  Anáhuac II Sección, Miguel Hidalgo",5511,55,1,1,1,1.0, Lago alberto 442, Anáhuac II Sección,Miguel Hidalgo
46000," Praga, Juarez, Cuauhtémoc,  Cuauhtémoc, Cuauhtémoc",25021,250,2,1,1,2.0, Praga,Juarez,Cuauhtémoc
21000," RIO GUADALQUIVIR,  Cuauhtémoc, Cuauhtémoc",7521,75,2,1,1,2.0, RIO GUADALQUIVIR, Cuauhtémoc,Cuauhtémoc
6000," Rubén Darío,  Polanco, Miguel Hidalgo",55024,550,2,4,4,2.0, Rubén Darío, Polanco,Miguel Hidalgo
13500," Carretera México Toluca 5095,  El Yaqui, Cuajimalpa de Morelos",4511,1,1,1,1,, Carretera México Toluca 5095, El Yaqui,Cuajimalpa de Morelos
32000," Tlaxcala,  Hipódromo, Cuauhtémoc",10111,1,1,1,1,12.0, Tlaxcala, Hipódromo,Cuauhtémoc
19600," Ejercito Nacional 223 Anzures,  Anzures, Miguel Hidalgo",8511,85,1,1,1,1.0, Ejercito Nacional 223 Anzures, Anzures,Miguel Hidalgo
16000," LEONARDO DA VINCI 216,  Mixcoac, Benito Juárez",6722,67,2,2,2,2.0, LEONARDO DA VINCI 216, Mixcoac,Benito Juárez
35000," Be Grand Alto Polanco Torre 100,  Anáhuac I Sección, Miguel Hidalgo",9122,91,2,2,2,2.0, Be Grand Alto Polanco Torre 100, Anáhuac I Sección,Miguel Hidalgo
55000," Tonalá 47,  Roma Norte, Cuauhtémoc",12022,1,2,2,2,8.0, Tonalá 47, Roma Norte,Cuauhtémoc
21000," Pacifico 195,  Pueblo de los Reyes, Coyoacán",10032,3,2,3,3,30.0, Pacifico 195, Pueblo de los Reyes,Coyoacán
39500," Sinaloa,  Roma Norte, Cuauhtémoc",17022,2,2,2,2,1.0, Sinaloa, Roma Norte,Cuauhtémoc
100000," Calle Vista Hermosa,  Residencial Vista Hermosa, Cuajimalpa de Morelos",38634,3,4,3,3,1.0, Calle Vista Hermosa, Residencial Vista Hermosa,Cuajimalpa de Morelos
30000," Campeche 175,  Roma Sur, Cuauhtémoc",9722,97,2,2,2,2.0, Campeche 175, Roma Sur,Cuauhtémoc
23000," ADOLFO PRIETO 1037,  Del Valle Centro, Benito Juárez",14022,140,3,2,2,2.0, ADOLFO PRIETO 1037, Del Valle Centro,Benito Juárez
11500," Calle Anáhuac 51,  El Mirador, Coyoacán",6421,1,1,2,2,28.0, Calle Anáhuac 51, El Mirador,Coyoacán
8500," C. 4 113,  Agrícola Pantitlan, Iztacalco",6421,64,1,1,1,2.0, C. 4 113, Agrícola Pantitlan,Iztacalco
7370," Alejandro Dumas,  Polanco, Miguel Hidalgo",38033,3,3,3,3,2.0, Alejandro Dumas, Polanco,Miguel Hidalgo
14000," Carretera México-Toluca 5095,  Cuajimalpa, Cuajimalpa de Morelos",4611,1,1,1,1,3.0, Carretera México-Toluca 5095, Cuajimalpa,Cuajimalpa de Morelos
34000," Calle Lago Zurich 200,  Ampliación Granada, Miguel Hidalgo",10022,100,2,2,2,2.0, Calle Lago Zurich 200, Ampliación Granada,Miguel Hidalgo
29700," Av. Río Churubusco 601  /  Av. Universidad  /  Cdmx,  Xoco, Benito Juárez",8012,80,2,2,2,1.0, Av. Río Churubusco 601  /  Av. Universidad  /  Cdmx, Xoco,Benito Juárez
40000," Río Pánuco 147,  Cuauhtémoc, Cuauhtémoc",13521,135,2,1,1,2.0, Río Pánuco 147, Cuauhtémoc,Cuauhtémoc
20000," Avenida División del Norte,  Letrán Valle, Benito Juárez",8521,85,2,1,1,2.0, Avenida División del Norte, Letrán Valle,Benito Juárez
17850000," Blvd. Reforma,  El Yaqui, Cuajimalpa de Morelos",34043,4,3,4,4,1.0, Blvd. Reforma, El Yaqui,Cuajimalpa de Morelos
15500," Manzanastitla ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1.0, Manzanastitla , Manzanastitla,Cuajimalpa de Morelos
16500," Granados 100,  San José de los Cedros, Cuajimalpa de Morelos",9832,98,2,2,2,3.0, Granados 100, San José de los Cedros,Cuajimalpa de Morelos
25500," calle lago alberto,  Anáhuac I Sección, Miguel Hidalgo",5511,1,1,1,1,4.0, calle lago alberto, Anáhuac I Sección,Miguel Hidalgo
23000," Noche de Paz 14 ,  Granjas Navidad, Cuajimalpa de Morelos",14022,140,3,2,2,2.0, Noche de Paz 14 , Granjas Navidad,Cuajimalpa de Morelos
25500," Miguel Hidalgo ,  Anáhuac I Sección, Miguel Hidalgo",5512,55,1,2,2,1.0, Miguel Hidalgo , Anáhuac I Sección,Miguel Hidalgo
22000," STAMPA,  Contadero, Cuajimalpa de Morelos",9622,96,2,2,2,2.0, STAMPA, Contadero,Cuajimalpa de Morelos
56000," Heráclito 400,  Polanco, Miguel Hidalgo",25432,254,2,2,2,3.0, Heráclito 400, Polanco,Miguel Hidalgo
60000," Av Santa Fe ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",23833,3,3,3,3,1.0, Av Santa Fe , Santa Fe Cuajimalpa,Cuajimalpa de Morelos
20000," PRESA DE LAS PILAS 3,  Irrigación, Miguel Hidalgo",8031,80,1,1,1,3.0, PRESA DE LAS PILAS 3, Irrigación,Miguel Hidalgo
2400000," Alcanfores ,  San José de los Cedros, Cuajimalpa de Morelos",8022,2,2,2,2,30.0, Alcanfores , San José de los Cedros,Cuajimalpa de Morelos
45000," Lago Zurich 168,  Granada, Miguel Hidalgo",15432,154,1,2,2,3.0, Lago Zurich 168, Granada,Miguel Hidalgo
25000," RIO NASAS 31,  Cuauhtémoc, Cuauhtémoc",8022,80,2,2,2,2.0, RIO NASAS 31, Cuauhtémoc,Cuauhtémoc
8950000," secretaria de marina                     ,  Bosques de las Lomas, Cuajimalpa de Morelos",25633,3,3,3,3,1.0, secretaria de marina                     , Bosques de las Lomas,Cuajimalpa de Morelos
13600," Mar Adriático 100,  Popotla, Miguel Hidalgo",6521,65,1,1,1,2.0, Mar Adriático 100, Popotla,Miguel Hidalgo
45000," Paseo de los Tamarindos 200,  Club de Golf Bosques de Santa Fe, Cuajimalpa de Morelos",32533,325,3,3,3,3.0, Paseo de los Tamarindos 200, Club de Golf Bosques de Santa Fe,Cuajimalpa de Morelos
25000," Crepúsculo 55,  Insurgentes Cuicuilco, Coyoacán",7321,2,1,2,2,5.0, Crepúsculo 55, Insurgentes Cuicuilco,Coyoacán
