precio,ubicacion,tamanio,metros_cuadrados,num_baños,num_estacionamientos,num_recamaras,antiguedad
22900000," Aristoteles ,  Polanco IV Sección, Polanco",26034,4,4,3,3,1
69011," AUGUSTA BOULEVARD BOSQUE REAL,  Bosque Real, Huixquilucan",34842,4,2,4,4,1
35000," Be Grand Alto Polanco Torre 100,  Anáhuac I Sección, Miguel Hidalgo",9122,91,2,2,2,2
55000," Tonalá 47,  Roma Norte, Cuauhtémoc",12022,1,2,2,2,8
21000," Pacifico 195,  Pueblo de los Reyes, Coyoacán",10032,3,2,3,3,30
39500," Sinaloa,  Roma Norte, Cuauhtémoc",17022,2,2,2,2,1
100000," Calle Vista Hermosa,  Residencial Vista Hermosa, Cuajimalpa de Morelos",38634,3,4,3,3,1
8000," Calle 21, No.47, Col. Campestre Guadalupana ,  Campestre Guadalupana, Nezahualcóyotl",9021,90,1,1,1,2
28000," Tetelpan,  Tetelpan, Alvaro Obregón",11032,110,2,2,2,3
6500," CIUDAD MARQUES,  Parque Industrial El Marqués, El Marqués",4821,1,1,2,2,
30000," Departamento en Renta Totalmente Equipado en VIa Montejo, Merida Torre Indigo. Disponible  Enero 2024,  Ampliación Cordemex, Mérida",10522,105,2,2,2,2
19500," Cerro la malinche,  La Joya Chica, Tlalnepantla de Baz",12532,125,2,2,2,3
14000," Av. Guadalupe 4532,  Fraccionamiento Jardines de Guadalupe, Zapopan",8821,88,2,1,1,2
59500," Frondoso Lomas Country ,  Lomas Country Club, Huixquilucan",35033,350,3,3,3,3
30000," Campeche 175,  Roma Sur, Cuauhtémoc",9722,97,2,2,2,2
23000," ADOLFO PRIETO 1037,  Del Valle Centro, Benito Juárez",14022,140,3,2,2,2
32000," CORASOL, PLAYA DEL CARMEN,  Playa del Carmen, Solidaridad",12322,2,2,2,2,6
100000," MARINA PUERTO CANCUN,  Cancún Centro, Cancún",12211,1,1,1,1,1
11500," Calle Anáhuac 51,  El Mirador, Coyoacán",6421,1,1,2,2,28
9850000," José Maria Vigil 3119,  Providencia, Guadalajara",18222,182,2,2,2,2
25000," Avenida Huayacán, Cancún, Benito Juárez  ,  Cancún, Benito Juárez",8721,2,1,2,2,
18000," Francisco I. Madero,  Francisco I Madero, Monterrey",4721,47,2,1,1,2
17500," Umbra True Living,  Temozon Norte, Mérida",8121,81,2,1,1,2
47000," Cda. Canoa ,  Progreso Tizapán, Alvaro Obregón",20932,3,2,3,3,1
8500," C. 4 113,  Agrícola Pantitlan, Iztacalco",6421,64,1,1,1,2
33500," Puesta del sol 4150,  Lomas Altas, Zapopan",13622,1,2,2,2,6
30000," Balcones de Galerías,  Balcones de Galerias, Monterrey",9322,93,2,2,2,2
7370," Alejandro Dumas,  Polanco, Miguel Hidalgo",38033,3,3,3,3,2
20000," OLMECAS 844 MONRAZ,  Monraz, Guadalajara",9622,2,2,2,2,1
25500," Santa Gertrudis Copo,  Santa Gertrudis Copo, Mérida",18032,180,2,2,2,3
14000," Carretera México-Toluca 5095,  Cuajimalpa, Cuajimalpa de Morelos",4611,1,1,1,1,3
10500," PLAYA AZUL 21, Chantepec, Jocotepec, Jalisco, , México.,  Chantepec, Jocotepec",5722,57,2,2,2,2
24000," Hda Altamira 2175,  Altamira, Zapopan",13032,130,2,2,2,3
34000," Calle Lago Zurich 200,  Ampliación Granada, Miguel Hidalgo",10022,100,2,2,2,2
29700," Av. Río Churubusco 601  /  Av. Universidad  /  Cdmx,  Xoco, Benito Juárez",8012,80,2,2,2,1
40000," Río Pánuco 147,  Cuauhtémoc, Cuauhtémoc",13521,135,2,1,1,2
17500," el bajio ,  Villas del Bosque, Zapopan",7011,1,1,1,1,
13000," Av Nuevo México 223,  Del Maestro, Monterrey",7522,75,1,2,2,2
15000," Highland Park Huixquilucan,  Constituyentes de 1917, Huixquilucan",12632,126,3,2,2,3
20000," Avenida División del Norte,  Letrán Valle, Benito Juárez",8521,85,2,1,1,2
32000," Cristobal Colon , Jose Maria Pino Suarez,  Villahermosa, Tab.,  Jose Maria Pino Suárez, Villahermosa",18032,180,3,2,2,3
17850000," Blvd. Reforma,  El Yaqui, Cuajimalpa de Morelos",34043,4,3,4,4,1
23000," MANUEL ACUÑA ,  Fraccionamiento Monraz, Guadalajara",16132,161,3,2,2,3
15500," 	Manzanastitla ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1
15000," COLEGIOS,  Colegios, Cancún",14532,3,2,3,3,8
21000," Luana,  Santa Gertrudis Copo, Mérida",15522,155,2,2,2,2
2650000," Rincón de la montaña ,  Rincón de la Montaña, Atizapán de Zaragoza",9432,94,2,2,2,3
18000," VISTA AL AMENECER  6316,  Cerro Del Tesoro, San Pedro Tlaquepaque",9422,94,2,2,2,2
8500000," Interlomas ,  Interlomas, Huixquilucan",30033,3,3,3,3,8
6600," El Rosario Amplio Departamento en Renta,  Fraccionamiento El Rosario, León",8021,80,1,1,1,2
16500," Granados 100,  San José de los Cedros, Cuajimalpa de Morelos",9832,98,2,2,2,3
30000," CABO norte,  Cabo Norte, Mérida",14832,148,2,2,2,3
65000," Bernardo Quintana,  Santa Fe La Loma, Alvaro Obregón",30534,305,3,4,4,3
26000," Gutierrez Zamora 19, colonia las Aguilas,  Las Águilas, Alvaro Obregón",9022,90,2,2,2,2
34400," av universidad ,  Andares Centro Comercial, Zapopan",12522,2,2,2,2,1
25500," calle lago alberto,  Anáhuac I Sección, Miguel Hidalgo",5511,1,1,1,1,4
23000," Noche de Paz 14 ,  Granjas Navidad, Cuajimalpa de Morelos",14022,140,3,2,2,2
25500," 	Miguel Hidalgo ,  Anáhuac I Sección, Miguel Hidalgo",5512,55,1,2,2,1
22000," STAMPA,  Contadero, Cuajimalpa de Morelos",9622,96,2,2,2,2
13000," Bernal Díaz del Castillo  ,  Lomas de Cortes, Cuernavaca",9522,95,2,2,2,2
11000," LOS DORADOS DE VILLA  CONDOMINIO ,  Villanova, Mexicali",5222,52,1,2,2,2
12000," ORQUIDEAS ,  Fraccionamiento Jardines de Huayapam, San Andrés Huayápam",8021,80,1,1,1,2
13000," Avenida Tepeyac  4552,  Tepeyac Casino, Zapopan",8421,2,1,2,2,40
22500," Av. Manuel Ordóñez 801,  El Lechugal, Santa Catarina",6021,1,1,2,2,1
11900," Av. Zircon  Fracc.Bonanza,  Zona comercial Desarrollo Urbano 3 Ríos, Culiacán",10031,100,2,1,1,3
56000," Heráclito 400,  Polanco, Miguel Hidalgo",25432,254,2,2,2,3
25000," Lagunas de Mayakoba,  Bosque de Cristo Rey, Solidaridad",9921,99,2,1,1,2
13000," avenida tepeyac 1289,  Villas Mariano Otero, Zapopan",7531,2,1,3,3,
14000," Torre Perseo, Avenida Atlixcáyotl,  San Martinito, San Andrés Cholula",6211,62,1,1,1,1
60000," Av Santa Fe ,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",23833,3,3,3,3,1
45000," Fuente de Diana,  Lomas de Tecamachalco, Huixquilucan",16322,163,2,2,2,2
11500," Luis Donaldo Colosio,  Fraccionamiento Villas de San Nicolás, Aguascalientes",6011,1,1,1,1,6
23000," Paseo La Ceiba,  Yucatán Country Club, Mérida",14722,147,2,2,2,2
20000," PRESA DE LAS PILAS 3,  Irrigación, Miguel Hidalgo",8031,80,1,1,1,3
30000," Ottawa 1360,  Circunvalación Américas, Guadalajara",11822,118,2,2,2,2
8000," 39 oriente ,  El Mirador, Puebla",6041,60,2,1,1,4
60000," Hacienda del Ciervo 23,  Villa Florence, Huixquilucan",28033,280,3,3,3,3
25720," Lopez cotilla 2129,  Arcos Vallarta, Guadalajara",13232,132,2,2,2,3
40000," Meriden,  Cabo Norte, Mérida",14722,2,2,2,2,1
14000," PROL SAN ANTONIO ,  Carola, Alvaro Obregón",7831,78,2,1,1,3
2400000," Alcanfores ,  San José de los Cedros, Cuajimalpa de Morelos",8022,2,2,2,2,30
12500," 49 A sur 4914 - 4,  Estrella del Sur, Puebla",10221,2,1,2,2,
45000," Lago Zurich 168,  Granada, Miguel Hidalgo",15432,154,1,2,2,3
15500," C. Juan Ruiz de Alarcón  519,  Moderna, Guadalajara",6621,66,2,1,1,2
14500," Quetzal 71 primera seccion lomas verdes,  Lomas Verdes, Naucalpan de Juárez",7831,2,1,3,3,25
28500," Av. Insurgentes Sur,  Tizapan, Alvaro Obregón",12522,125,2,2,2,2
25000," RIO NASAS 31,  Cuauhtémoc, Cuauhtémoc",8022,80,2,2,2,2
45000," Departamento en Renta en Polanco,  Polanco IV Sección, Polanco",25032,250,2,2,2,3
14000," Calle Eutimio Pinzon 927,  Rancho Nuevo, Guadalajara",6321,63,2,1,1,2
14500," Departamento EN Renta Cancun EN Condominio LOS Olivos,  Cancún, Quintana Roo",6521,65,2,1,1,2
8950000," secretaria de marina                     ,  Bosques de las Lomas, Cuajimalpa de Morelos",25633,3,3,3,3,1
13600," Mar Adriático 100,  Popotla, Miguel Hidalgo",6521,65,1,1,1,2
29500," Afinia,  Olivar de los Padres, Alvaro Obregón",13032,130,3,2,2,3
26000," Calle Washington A,  Centro, Monterrey",8422,2,2,2,2,
45000," Paseo de los Tamarindos 200,  Club de Golf Bosques de Santa Fe, Cuajimalpa de Morelos",32533,325,3,3,3,3
55000," paseo valle real #3000,  Valle Real, Zapopan",24034,240,3,4,4,3
14500," SENDERO DEL DESEO ,  Milenio III, Querétaro",18032,180,2,2,2,3
25000," Crepúsculo 55,  Insurgentes Cuicuilco, Coyoacán",7321,2,1,2,2,5
