precio,ubicacion,tamanio,metros_cuadrados,num_baños,num_estacionamientos,num_recamaras,antiguedad
45000," Hipodromo Condesa ,  Hipódromo Condesa, Cuauhtémoc",8522,85,2,2,2,2
67000," Paseo de los Virreyes 250,  Puerta de Hierro, Zapopan",33033,330,3,3,3,3
5000," Palmas Park,  Lomas de Chapultepec, Miguel Hidalgo",21722,217,2,2,2,2
40000," Renacimiento ,  Colonia Renacimiento, Cuauhtémoc",12921,129,2,1,1,2
35000," Maimónides,  Polanco, Miguel Hidalgo",13821,2,1,2,2,45
28000," Rento Departamento Santa Fe. Residencial We,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",10623,106,2,3,3,2
55000," Paseo Valle Real 1595,  Valle Real, Zapopan",21533,215,3,3,3,3
13200," Jose F gutierrez 120,  Ángel Zimbron, Azcapotzalco",6421,64,2,1,1,2
52000," MONTES DE AME,  Montes de Ame, Mérida",31532,3,2,3,3,1
18500," Carretera Mexico-toluca,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",8522,85,2,2,2,2
25000," Granja Paseo de los Tamarindos,  Granjas Palo Alto, Cuajimalpa de Morelos",12023,120,2,3,3,2
6000," Departamento Renta Ruben Dario,  Polanco, Miguel Hidalgo",19322,193,2,2,2,2
40000," Av. Paseo Lomas Altas ,  Lomas Altas, Zapopan",12032,2,2,3,3,1
45000," Hacienda de La Sierra,  Hacienda de La Sierra, San Pedro Garza García",5011,1,1,1,1,
25000," Calle Paseo de los Tamarindos 210,  Granjas Palo Alto, Cuajimalpa de Morelos",12023,120,2,3,3,2
30000," Avenida Río San Joaquin ,  Ampliación Granada, Miguel Hidalgo",6511,65,1,1,1,1
8000," BELLAVISTA,  Bellavista, Mérida",6021,1,1,2,2,
13500," Camino real de minas,  San Agustín, Alvaro Obregón",10321,103,2,1,1,2
12500," Departamento en Renta en Mérida Amueblado 1 Recámara-temzón,  Temozón Norte, Mérida",6211,62,1,1,1,1
45000," Blvd. Manuel Ávila Camacho 3534, Costa de Oro,  Fraccionamiento Costa de Oro, Boca del Río",19032,2,2,3,3,1
15509,"  Avenida México ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1
11000," Renta Departamento EN Plazuelas DEL Fresno 204-a (LA Carcaña),  Lázaro Cárdenas, San Pedro Cholula",9121,91,2,1,1,2
13900000," Miguel de Cervantes Saavedra 255,  Granada, Miguel Hidalgo",17032,170,3,2,2,3
32000," Departamento en Renta Merida ,  Cabo Norte, Mérida",14722,147,2,2,2,2
9000," Av. Ciervo,  Villa Villas del Refugio, Querétaro",7421,74,2,1,1,2
7100000," carretera Mexico Toluca  3703,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",15422,154,3,2,2,2
14000," PARAISO DEL ESTERO,  Fraccionamiento Paraiso Del Estero, Alvarado",9822,2,2,2,2,
11500," Puerta Real ,  Fraccionamiento Puerta Real, Corregidora",12032,120,2,2,2,3
75000," PASEO DE LOS LAURELES 404,  Bosques de las Lomas, Cuajimalpa de Morelos",43043,4,3,4,4,1
40014," 	Cuauhtémoc ,  Colonia Renacimiento, Cuauhtémoc",12921,129,2,1,1,2
21500," El Refugio,  Residencial El Refugio, Querétaro",13632,136,3,2,2,3
39000," Cuajimalpa ,  Cuajimalpa, Cuajimalpa de Morelos",10322,103,2,2,2,2
25500," Nuevo Polanco,  Anáhuac I Sección, Miguel Hidalgo",5511,55,1,1,1,1
22000," Av Santa Fe 443,  Ampliación La Mexicana, Alvaro Obregón",7011,70,1,1,1,1
26000," Exhacienda coapa ,  Ex-Hacienda Coapa, Coyoacán",10033,100,2,3,3,3
25000," Rio Amazonas #82, Renacimiento, Cuauhtémoc,  Cuauhtémoc, Cuauhtémoc",6011,1,1,1,1,
13500," CENTRAL TELEFONICA 38,  Ampliación Sinatel, Iztapalapa",8621,86,1,1,1,2
26000," Montejo Plaza,  Zona industrial Cordemex, Mérida",14022,2,2,2,2,1
55000," Alejandro Dumas 207,  Polanco, Miguel Hidalgo",15022,150,2,2,2,2
25000," Lindo Departamento en Renta en San Marcos  11, Pedregal 2, La Magdalena Contreras,  Pedregal 2, La Magdalena Contreras",13132,131,2,2,2,3
28000," Manuel Ordóñez 801,  El Lechugal, Santa Catarina",11832,118,2,2,2,3
9000," Av Toluca,  Olivar de los Padres, Alvaro Obregón",4111,41,1,1,1,1
42000," Blvrd Bosque Real 100,  Bosque Real , Apodaca",18832,188,3,2,2,3
60000," LAGO ZURICH,  Granada, Miguel Hidalgo",13332,133,2,2,2,3
16500," regules 14,  Centro, Querétaro",12831,2,1,3,3,1
17900," Pestalozzi 27,  Piedad Narvarte, Benito Juárez",8821,2,1,2,2,2
19500," C. 7 Ote. 20,  Isidro Fabela, Tlalpan",10022,100,2,2,2,2
45000," Calzada de Las Águilas 420,  Los Alpes, Alvaro Obregón",23733,237,3,3,3,3
25000," Av. Río Mixcoac 24,  Actipan, Benito Juárez",8722,2,2,2,2,10
19000," AV MEXICO,  Cuajimalpa, Cuajimalpa de Morelos",9022,90,2,2,2,2
39000," Gabriel Mancera,  Del Valle Centro, Benito Juárez",18622,2,2,2,2,1
30000," Av Paseo Tabasco 1015,  Jose N Rovirosa, Villahermosa",16032,160,2,2,2,3
15000," Calle Olivos Lote ,  Alfredo V Bonfil, Cancún",7822,2,2,2,2,
24500," Cuauhtémoc,  Cuauhtémoc, Cuauhtémoc",7521,75,2,1,1,2
20500," Michael Glinca,  San Jerónimo, Monterrey",10011,100,1,1,1,1
14000," ARAGON,  Álamos, Benito Juárez",5521,55,1,1,1,2
24500," americas 1545 904,  Providencia, Guadalajara",7521,75,2,1,1,2
35000," Javier Barros Sierra 245,  Santa Fe Centro, Alvaro Obregón",15532,155,2,2,2,3
24000," alabama 201,  Nápoles, Benito Juárez",6822,68,2,2,2,2
42000," AV EJERCITO NACIONAL 769,  Polanco, Miguel Hidalgo",11522,115,2,2,2,2
20000," San Isidro sur ,  Las Cañadas, Zapopan",17021,170,2,1,1,2
23000," Av. Tecamachalco, 139,  Reforma Social, Miguel Hidalgo",6912,69,1,2,2,1
22000," SAN FRANCISCO ,  Del Valle Centro, Benito Juárez",10822,108,2,2,2,2
26000," bahia de Santa Bárbara 130,  Verónica Anzures, Miguel Hidalgo",10632,106,2,2,2,3
25000," SE Renta Departamento Largo Plazo O Vacacional Fracc, Puertarena Nuevo Vallarta,  Ejido Nuevo Vallarta, Bahía de Banderas",9021,90,2,1,1,2
6500," Bolívar 1565,  San Miguelito, San Luis Potosí",9031,90,2,1,1,3
21000," PROLONGACION PASEO DE LA REFORMA 355 ,  Santa Fe, Alvaro Obregón",9722,97,2,2,2,2
47000," av. patria ,  Puerta de Hierro, Zapopan",13122,2,2,2,2,1
25000," Firmamento,  Fraccionamiento Rincón del Cielo, Bahía de Banderas",11021,110,2,1,1,2
24000," Amores 333,  Del Valle Centro, Benito Juárez",9021,90,2,1,1,2
23000," secretaría de Marina,  Lomas del Chamizal, Cuajimalpa de Morelos",6922,2,2,2,2,1
28000," LIBRA 481,  Lomas Altas, Zapopan",11732,117,2,2,2,3
73000," Ámsterdam,,  Condesa, Cuauhtémoc",20522,205,2,2,2,2
25500," Anillo Perif. Nte. Manuel Gómez Morín 1066,  Fraccionamiento Puerta del Valle, Zapopan",10722,107,2,2,2,2
10500000," Vasco de Quiroga 4800,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",17022,2,2,2,2,1
45000," Av San Jeronimo 500,  Jardines del Pedregal, Alvaro Obregón",31133,3,3,3,3,5
30000," Lago Neuchatel 10,  Ampliación Granada, Miguel Hidalgo",12532,2,2,3,3,18
18000," Bosque de Acanto,  Bosque Esmeralda, Atizapán de Zaragoza",13232,3,2,3,3,1
12500," Calle Canela 21 Col. Granjas México,  Granjas México, Iztacalco",5621,56,1,1,1,2
29000," Avenida Popocatepetl 474,  Xoco, Benito Juárez",11022,110,2,2,2,2
29500," Hda. La Antigua 46, Interlomas,  Interlomas, Huixquilucan",19832,198,2,2,2,3
48000," Av. Juan Palomar y Arias 765, Prados Providencia, 44670,  Providencia, Guadalajara",14022,140,2,2,2,2
9800000," Julian Adame,  Lomas de Vista Hermosa, Cuajimalpa de Morelos",15732,157,3,2,2,3
23000," Av. Adolfo Lopez Mateos Sur ,  Loma Bonita, Zapopan",10432,104,2,2,2,3
26000," Prolongación Paseo de la Reforma 291,  Santa Fe, Alvaro Obregón",8522,2,2,2,2,
17500," Prol. Paseo de la Reforma 413,  Lomas de Santa Fe, Alvaro Obregón",8011,80,1,1,1,1
18000," Bosque Esmeralda,  Bosque Esmeralda, Atizapán de Zaragoza",13432,134,3,2,2,3
10000," Departamento Amueblado en Renta en Col. Arbol Grande, Madero Tamaulipas.,  Arbol Grande, Ciudad Madero",9633,96,2,3,3,3
39500," Juan Racine,  Polanco, Miguel Hidalgo",21031,210,2,1,1,3
74000," PRESA FALCON,  Granada, Miguel Hidalgo",15232,152,2,2,2,3
15508," Rufino Tamayo,  SEPANAL, Tijuana",7922,79,2,2,2,2
13500," cordillera del marques 845,  Lomas 4ta Secc, San Luis Potosí",12032,120,2,2,2,3
23000," El Mirador 18,  Fuentes de Tepepan, Tlalpan",11822,3,2,2,2,7
700006," Bradley,  Anzures, Miguel Hidalgo",23034,3,4,3,3,1
17500," cholul,  Cholul, Mérida",21822,218,2,2,2,2
29000," Av Altos de Juriquilla ,  Fraccionamiento Altos Juriquilla, Juriquilla",23232,3,2,3,3,1
23000," Bahía Perúla ,  Verónica Anzures, Miguel Hidalgo",8921,3,1,2,2,10
35000," Lago Zurich 243,  Ampliación Granada, Miguel Hidalgo",7222,72,2,2,2,2
10600," TORRES DE SAN ANTONIO DEMET EDIFICIO TZOTZIL,  Carola, Alvaro Obregón",7021,70,1,1,1,2
24500," Manuel M Dieguez ,  Ayuntamiento, Guadalajara",9022,2,2,2,2,6
80000," Av Bonampak, Maioris Towers, Puerto Cancun,,  Zona Hotelera, Cancún",35542,355,4,2,2,4
6250000," Av Prolongación de la Reforma 489 Santa Fe ,  Lomas de Santa Fe, Alvaro Obregón",9512,2,2,1,1,5
25000," Región 10 ,  Tulum, Tulum",6121,2,1,2,2,
26500," Venustiano Carranza 850,  Obispado, Monterrey",9022,2,2,2,2,3
25000," km ,  Playa del Carmen Centro, Playa del Carmen",9821,98,2,1,1,2
16000," Unión ,  Escandón II Sección, Miguel Hidalgo",7521,75,2,1,1,2
25000," CENTRAL PARK ,  Centro Sur, Querétaro",15722,2,2,2,2,1
14000," Palma Datilera 106 ,  El Salitre, Querétaro",10022,100,2,2,2,2
13500," Calle San Borja 1767,  Independencia, Benito Juárez",6221,1,1,2,2,7
60000," Departamento Amueblado en Renta en Torre Koi Valle Oriente, San Pedro Garza García, N. l.,  San Pedro Garza García, Nuevo León",14322,143,2,2,2,2
45300," Manzans al 0,  Bosque Real, Huixquilucan",21432,214,3,2,2,3
11000," paseo de la reforma,  Ciudad Satélite, Monterrey",6411,1,1,1,1,4
26000," AVE. MÉXICO 359,  Manzanastitla, Cuajimalpa de Morelos",12342,2,2,4,4,5
13000," Calzada Legaria ,  Legaria, Miguel Hidalgo",6221,62,1,1,1,2
40000," Departamento en Renta San Pedro Zona Valle,  Del Valle, San Pedro Garza García",6711,67,1,1,1,1
25000," Avenida Naciones Unidas,  Jardines Universidad, Zapopan",9011,2,1,1,1,
16500," FUENTES DEL AMOR,  Fuentes del Pedregal, Tlalpan",10011,1,1,1,1,25
37000," Av. Montevideo 3070,  Providencia, Guadalajara",14233,142,3,3,3,3
14000," rindonada del arroyo,  Sendas Residencial, Zapopan",9522,95,2,2,2,2
17000," El Respiro Santa fe Juriquilla,  Juriquilla Santa Fe, Querétaro",25622,256,2,2,2,2
220000," Av Moliere 446,  Granada, Miguel Hidalgo",48342,483,5,2,2,4
17000," Madero 54,  Temozón Norte, Mérida",15222,152,2,2,2,2
75000," Departamento Amueblado y Equipado en Neuchatel,  Ampliación Granada, Miguel Hidalgo",14433,144,3,3,3,3
10300," La Loma,  La Loma, Tlalnepantla de Baz",6811,68,1,1,1,1
50000," Chicontepec 57, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico,  Hipódromo Condesa, Cuauhtémoc",7721,77,2,1,1,2
34000," Dakota 95,  Nápoles, Benito Juárez",18732,2,2,3,3,1
33500," General Antonio de León 18,  San Miguel Chapultepec, Miguel Hidalgo",14522,145,2,2,2,2
15000," primera avenida,  Las Cumbres 1 Sector, Monterrey",9022,2,2,2,2,15
23500," Calz. del Hueso 859, Granjas coapa,  Granjas Coapa, Tlalpan",11632,116,2,2,2,3
21000," Paseo de la Reforma 307, Santa Fe,  Santa Fe, Alvaro Obregón",6511,65,1,1,1,1
21123," Lago Alberto  300  , Anáhuac I Sección , 11320 Miguel Hidalgo, Ciudad de México, México,  Anáhuac I Sección, Miguel Hidalgo",4211,42,1,1,1,1
16000," Cam. Viejo a Huixquilucan,  Naucalpan de Juárez, Huixquilucan",12632,126,2,2,2,3
10500," avenida salvacion,  Balcones Coloniales, Querétaro",7432,74,2,2,2,3
12500," CALLE ,  Temozon Norte, Mérida",5211,1,1,1,1,1
13500," CALZADA DE GUADALUPE 120,  Jardines Villa Coapa, Tlalpan",7221,2,1,2,2,25
18000," ave rioja, cancun,  Ciudad de Cancún, Cancún",9522,2,2,2,2,8
20000," 2da. Cerrada de Popotla 44,  Tizapan, Alvaro Obregón",10322,103,2,2,2,2
17000," Viaducto Pesidente Miguel Alemán ,  Álamos, Benito Juárez",6521,65,2,1,1,2
15000," Av de las Torres 805,  Torres de Potrero, Alvaro Obregón",5411,54,1,1,1,1
10790000," Av. Santa Fe 546,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",11222,2,2,2,2,1
16000," Goya 580 10,  Prados de Providencia, Guadalajara",9021,90,2,1,1,2
29400," Privada de Tamarindos 29,  Bosques de las Lomas, Cuajimalpa de Morelos",16021,160,1,1,1,2
16000," Anastasio Bustamante 1400,  Francisco Sarabia, Zapopan",8932,89,2,2,2,3
13500," Isla Santa Catalina #582, Lomas del Sauzal, Ensenada, B.C.,  Lomas Del Sauzal, Ensenada",101321,1013,2,1,1,2
35000," Bosque de Quiroga ,  Bosques de la Herradura, Huixquilucan",20932,3,2,3,3,1
17900," San agustin, saltillo,  San Isidro, Saltillo",15021,150,2,1,1,2
23000," Bartolache 1140 b,  Del Valle Centro, Benito Juárez",9021,90,2,1,1,2
30000," Sendero Santa Fe,  El Yaqui, Cuajimalpa de Morelos",14432,144,2,2,2,3
10000," El marques,  Zákia, El Marqués",7931,2,1,3,3,1
16990," Melchor Ocampo,  Residencial Santa Fé, Guadalupe",15033,150,2,3,3,3
22600," bosque de los milagros 64,  Fuentes de Satelite, Naucalpan de Juárez",18032,2,2,3,3,17
4500000," BLVD GRAN SUR 5550,  Pedregal de Carrasco, Coyoacán",8522,85,2,2,2,2
22000000," ciceron 383,  Polanco II Sección, Polanco",19122,191,2,2,2,2
45000," Thiers,  Anzures, Miguel Hidalgo",12523,125,2,3,3,2
32000," Diagonal San Jorge 96,  San José del Bajío, Zapopan",13232,132,2,2,2,3
26000," Anillo periférico Nte. Manuel Gomez Morin ,  Valle Real, Zapopan",11032,2,2,3,3,
130000," Av. de los Poetas,  San Mateo Tlaltenango, Cuajimalpa de Morelos",38046,380,4,6,6,4
8000," Tejeda,  Tejeda, Corregidora",5021,50,1,1,1,2
31550," Bosque Real Huixquilucan Edo. de México,  Bosque Real, Huixquilucan",15522,155,3,2,2,2
38000," Parques Plaza,  Anáhuac I Sección, Miguel Hidalgo",12022,120,2,2,2,2
11500," Departamento en Renta, Edificio Naran, Jardines del Moral Boulevard Campestre, León Gto.,  Fraccionamiento Jardines del Moral, León",5911,59,1,1,1,1
130000," ruben dario 187,  Polanco III Sección, Polanco",42033,420,3,3,3,3
22000," Selvamar,  Selvamar, Solidaridad",12032,3,2,3,3,8
29000," Carr. México-Toluca 5500,  Ampliación el Yaqui, Cuajimalpa de Morelos",16432,164,3,2,2,3
11800," VISTA HERMOSA ,  Centro, Mazatlán",8522,2,2,2,2,
27000," Av Popocatépetl 474,  Xoco, Benito Juárez",10032,100,2,2,2,3
18000," george satayana 4943,  Jardines Universidad, Zapopan",5011,50,1,1,1,1
20000," Lago Alberto 320,  Anáhuac II Sección, Miguel Hidalgo",8011,1,1,1,1,11
26000," Rio Tiber 56,  Cuauhtémoc, Cuauhtémoc",9021,90,1,1,1,2
40000," col cuauhtemoc,  Cuauhtémoc, Cuauhtémoc",13521,3,1,2,2,15
45000," Hacienda San Judas,  Hacienda de las Palmas, Huixquilucan",27043,270,3,3,3,4
160005," El Refugio,  Residencial El Refugio, Querétaro",7522,2,2,2,2,
26000," Carretera México-Toluca 5900,  Contadero, Cuajimalpa de Morelos",9822,98,2,2,2,2
60000," Lago Neuchatel 55,  Ampliación Granada, Miguel Hidalgo",12032,120,2,2,2,3
18900," Calle Garibaldi 2634, Circunvalación Vallarta, 44680 Guadalajara, Jal. 2634,  Fraccionamiento Circunvalación Vallarta, Guadalajara",7012,70,1,2,2,1
31000," Av. Santa Fe ,  Santa Fe, Alvaro Obregón",9011,90,1,1,1,1
100000," Ciceron,  Polanco, Miguel Hidalgo",20033,3,3,3,3,1
15000," Cerrada Antonio noemi ,  Lomas de Memetla, Cuajimalpa de Morelos",11112,1,2,1,1,4
110000," .,  Polanco V Sección, Polanco",40232,3,2,3,3,30
20000," AV. HUAYACAN 397,  Arboledas, Cancún",7022,70,2,2,2,2
32000," Garibaldi 2582,  Fraccionamiento Ladrón de Guevara, Guadalajara",13021,130,2,1,1,2
8500," Circuito Universidades,  Fraccionamiento La Pradera, El Marqués",7521,2,1,2,2,
14000," Río Jordan 130,  Roma, Monterrey",4011,1,1,1,1,
15500," Montes de Ame,  Montes de Ame, Mérida",15622,156,2,2,2,2
9000," Oriente 32 3569,  Merced Balbuena, Venustiano Carranza",5021,1,1,2,2,8
25000," Av. Desierto de Los leones 4526,  Tizampampano, Alvaro Obregón",11022,2,2,2,2,
66000," Platón 453,  Polanco, Miguel Hidalgo",13822,138,2,2,2,2
10500," Ribera de Echegaray,  Ribera de Echegaray, Naucalpan de Juárez",8021,80,1,1,1,2
41500," Juriquilla ,  Juriquilla Santa Fe, Querétaro",17432,3,2,3,3,1
110000," Av. de los Poetas 100,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",33033,3,3,3,3,1
8500," Av. Oceano Pacifico 88, Lomas Lindas, Cd. Lopez Mateos, Edomex,  Lomas Lindas I Sección, Atizapán de Zaragoza",8531,85,1,1,1,3
22000," Blvd de los reyes 6213, Tlaxcalancingo, San Andres Cholula, Puebla,  Tlaxcalancingo, San Andrés Cholula",10532,3,2,3,3,
32000," AVENIDA LAS FLORES ,  Los Alpes, Alvaro Obregón",14632,4,2,3,3,1
9300000," secretaria de marina,  Lomas del Chamizal, Cuajimalpa de Morelos",15022,150,2,2,2,2
85000," MONTE KAMERUN,  Lomas de Chapultepec, Miguel Hidalgo",24032,240,3,2,2,3
24990," Rio Mixcoac al 300,  Acacias, Benito Juárez",12632,126,2,2,2,3
15000," Departamento EN Renta MAR Arafura,nextitla,  Miguel Hidalgo, Alvaro Obregón",6021,60,1,1,1,2
16580000," HOMERO 510 PH4,  Anáhuac I Sección, Miguel Hidalgo",27922,279,3,2,2,2
29000," Vicente Eguia  47_302-502,  Miguel Hidalgo, Alvaro Obregón",10021,100,2,1,1,2
39000," Bosque Real Central PARK ,  Bosque Real, Huixquilucan",26535,265,4,5,5,3
15000," Renta Departamento Amueblado Adamant 1 piso 6 .,  San Bernardino Tlaxcalancingo, San Andrés Cholula",6511,65,1,1,1,1
19750," Insurgentes Norte 1346 al 100,  Magdalena de las Salinas, Gustavo A. Madero",11122,111,2,2,2,2
28000," Goya no. 31 ,  Insurgentes Mixcoac, Benito Juárez",10032,100,2,2,2,3
11800," VISTA HERMOSA,  Centro, Mazatlán",8721,2,1,2,2,
21000," Arena Calzada,  Centro, Monterrey",6321,63,1,1,1,2
22000," Mier y Pesado,  Del Valle Norte, Benito Juárez",10522,2,2,2,2,10
67000," AV PASEO DE LA TOSCANA,  Valle Real, Zapopan",42656,426,5,6,6,5
5250000," BOULEVARD ADOLFO LOPEZ MATEOS NUM. 2922 TIZAPAN SAN ANGEL, ÁLVARO OBREGÓN, CIUDAD DE MEXICO.,  Nelli Campo Bello, Alvaro Obregón",11022,110,2,2,2,2
17000," Avenida Paseo de las Pitahayas 505,  Zibatá, El Marqués",6522,2,2,2,2,
27000," Anillo Periférico 4603 ,  Parque del Pedregal, Tlalpan",9012,90,1,2,2,1
43000," AV. BOSQUE REAL ,  Bosque Real, Huixquilucan",29032,290,3,2,2,3
14000," OBSIDIANA,  Fraccionamiento Residencial Victoria, Zapopan",12021,120,2,1,1,2
11750," Avenida Monclova 552,  Ex Ejido Coahuila, Mexicali",4211,1,1,1,1,3
21900," Vista al amanecer 6200,  Paisajes del Tesoro, San Pedro Tlaquepaque",9121,91,2,1,1,2
33500,"  Lago Andromaco,  Ampliación Granada, Miguel Hidalgo",9032,2,2,3,3,11
34900," Jose Maria Vigil 2534,  Providencia, Guadalajara",1356923,13569,2,3,3,2
40000," Allure Condesa,  Roma Norte, Cuauhtémoc",6532,2,2,3,3,6
16000," Elipsis Tower,  Reserva Territorial Atlixcáyotl, San Andrés Cholula",9522,2,2,2,2,5
11500," MEXICO NUEVO,  México Nuevo, Miguel Hidalgo",5121,1,1,2,2,5
25000," Fuentes de satelite ,  Fuentes de Satélite, Atizapán de Zaragoza",17532,2,2,3,3,15
29500," Sta. Anita M46L4, Villas La Rioja, Monterrey, N.L.,  Villas la Rioja, Monterrey",9032,90,3,2,2,3
35000," Sinaloa 179,  Condesa, Cuauhtémoc",9022,2,2,2,2,10
13000," Plutarco Elias Calles 21,  Granjas México, Iztacalco",6521,1,1,2,2,
35000," Av. Revolución 2703,  Ladrillera, Monterrey",13922,2,2,2,2,1
22000," elipsis tower,  Reserva Territorial Atlixcáyotl, San Andrés Cholula",14832,148,2,2,2,3
53000," LAGO ZURICH 219,  Ampliación Granada, Miguel Hidalgo",11822,3,2,2,2,5
34000," Miguel Cervantes Saavedra 388,  Irrigación, Miguel Hidalgo",10022,100,2,2,2,2
16500," Claveles ,  La Florida, Naucalpan de Juárez",8522,2,2,2,2,
21000," Avenida Progreso ,  Escandón II Sección, Miguel Hidalgo",10021,1,1,2,2,1
20000," Avenida Coyoacán ,  Acacias, Benito Juárez",8922,89,2,2,2,2
13500," Calle Adolfo López Mateos 100,  Jesús del Monte, Huixquilucan",7222,72,2,2,2,2
16800," Fray Antonio Alcalde 960,  Alcalde Barranquitas, Guadalajara",8021,80,2,1,1,2
88000," Platón ,  Polanco, Miguel Hidalgo",24032,240,3,2,2,3
5000000," EXTREMADURA,  Insurgentes Mixcoac, Benito Juárez",12011,120,1,1,1,1
15000," Portal de Aragón ,  Fraccionamiento Portal de Aragón, Saltillo",7021,70,2,1,1,2
15000," MEDARDO DE LA PEÑA ,  Fraccionamiento San Isidro, Saltillo",12011,120,2,1,1,1
49500," Jesus Reyes 103,  Valle Oriente, San Pedro Garza García",15022,150,2,2,2,2
42000," Av Ejercito Nacional, Col. Granada, Miguel Hidalgo 11520,  Granada, Miguel Hidalgo",11622,116,2,2,2,2
30000," Carlos Juan Finlay_ph1,  Cuauhtémoc, Cuauhtémoc",12811,128,1,1,1,1
30000," La Fragua No. 13 ,  Tabacalera, Cuauhtémoc",6011,60,1,1,1,1
105000," Bernardo Quintana,  Santa Fe Cuajimalpa, Cuajimalpa de Morelos",37034,370,3,4,4,3
31500," Prolongación Moliere,  Ampliación Granada, Miguel Hidalgo",8622,86,2,2,2,2
34000," avenida paseo toscana ,  Santa Margarita , Zapopan",15832,3,2,3,3,6
12000," Avenida 35 Poniente 110,  Chulavista, Puebla",7522,75,2,2,2,2
22500," justo sierra 2570,  Arcos Vallarta, Guadalajara",11522,115,2,2,2,2
15501," Avenida México ,  Manzanastitla, Cuajimalpa de Morelos",6511,65,1,1,1,1
38000," guadalquivir,  Del Valle, San Pedro Garza García",12021,120,2,1,1,2
23500," Jeronimo Treviño  al 1700,  Centro, Monterrey",7721,77,2,1,1,2
17000," fraccionamiento boscoso ,  Cuevitas, Alvaro Obregón",10032,100,2,2,2,3
7000," CALTECAS,  Fraccionamiento Club Deportivo, Acapulco de Juárez",7021,70,1,1,1,2
8200000," Presa Rodriguez,  Irrigación, Miguel Hidalgo",15031,3,1,3,3,1
16500," Viveros de la Colina,  Viveros de La Loma, Tlalnepantla de Baz",10022,2,2,2,2,5
20000," torres boudica ,  Reserva Territorial Atlixcáyotl, San Andrés Cholula",8022,80,2,2,2,2
10600," Calzada de las Romerías 176,  Colina del Sur, Alvaro Obregón",7021,70,1,1,1,2
25000," PABLO NERUDA 4273,  U.A.G., Zapopan",9932,2,2,3,3,12
17000," Wisconsin 20,  Nápoles, Benito Juárez",6921,2,1,2,2,33
400009," Querétaro 132 Roma norte,  Roma Norte, Cuauhtémoc",13412,134,1,2,2,1
11500," LEGARIA,  Legaria, Miguel Hidalgo",5121,1,1,2,2,5
9500," Eutimio Pinzon 677,  Lomas Independencia, Guadalajara",8521,85,2,1,1,2
14500," C. Anastasio Bustamante 1400,  Francisco Sarabia, Zapopan",7722,77,2,2,2,2
33000," Via. Magda No 100 (SL),  Hacienda de las Palmas, Huixquilucan",16033,160,2,3,3,3
85000," RIO COLORADO,  Del Valle, San Pedro Garza García",20132,201,4,2,2,3
8500," Fray diego de la Magdalena 870,  Jardín, San Luis Potosí",11031,110,2,1,1,3
44000," Guanajuato 168, Roma Norte, Cuauhtémoc, Cdmx,,  Roma Norte, Cuauhtémoc",8412,84,2,2,2,1
28000," Barcelona 11, Juárez,  Juárez, Cuauhtémoc",8521,85,2,1,1,2
23000," Latitud,  Villas del Sol, Querétaro",11022,2,2,2,2,2
24500," Av Paseo de la Arboleda,  Fraccionamiento Jardines del Bosque Centro, Guadalajara",12022,120,2,2,2,2
18200," Av Revolución ,  Santa María Nonoalco, Benito Juárez",7821,78,2,1,1,2
10500," zakia,  Zákia, El Marqués",8621,86,2,1,1,2
17000," Departamento en Renta en Dreams Lagoon de 2 Recamaras Amueblado,  Benito Juárez, Bacalar",8522,85,2,2,2,2
23000," Boulevard Manuel Ávila Camacho 611,  Periodista, Miguel Hidalgo",9022,90,2,2,2,2
29500," Bosque Real,  Bosque Real, Huixquilucan",17622,176,2,2,2,2
29000," Col. Santa María,  Santa María, Monterrey",10022,100,2,2,2,2
25000," Montebello,  Fraccionamiento Montebello, Mérida",11122,111,2,2,2,2
22000," Garza sada 2620,  Tecnológico, Monterrey",11031,110,2,1,1,3
11000," AV DEL SOL ,  Supermanzana 45, Cancún",8521,85,1,1,1,2
27000," Fresas,  Del Valle Sur, Benito Juárez",10032,2,2,3,3,1
22000," Av Raúl Rangel Frías 327, Cumbres 2do. Sector, 64610 Monterrey, N.L.,  Cumbres 2do Sector, Monterrey",13022,2,2,2,2,14
25000," avenida del silencio, central park,  Bosque Real, Huixquilucan",12022,2,2,2,2,1
23000," canova 38,  Insurgentes Mixcoac, Benito Juárez",11331,113,1,1,1,3
34000," Cabo Norte,  Mérida, Yucatán",14722,147,2,2,2,2
35000," Cto, De los Himalaya , Las Cumbres 1351,  Virreyes Residencial, Zapopan",22032,220,4,2,2,3
11000," jardines del norte,  Fraccionamiento Jardines Del Norte, Mérida",7021,2,1,2,2,
24000," Av. Universidad ,  Narvarte Poniente, Benito Juárez",11032,110,2,2,2,3
40000," SInaloa 179,  Roma Norte, Cuauhtémoc",6521,65,2,1,1,2
20000," Diagonal San Antonio 830,  Del Valle Norte, Benito Juárez",8022,2,2,2,2,5
